Ticker,Sector,CUSIP,Related Tickers,Name,Exchange,Ticker Change Date,Last Updated,Industry,SIC,Currency,First Added,Location,Perma Ticker,Fama Industry,Delisted From,Prior Tickers,Is Foreign
BIG,Services,89302103,None,BIG LOTS INC,NYSE,None,6/7/17,"Discount, Variety Stores",5331,USD,3/18/15,"OHIO, U.S.A",198586,Retail,None,None,N
BIIB,Healthcare,09062X103,IDPH,BIOGEN INC.,NASDAQ,None,4/25/17,Biotechnology,2836,USD,10/9/14,"MASSACHUSETTS, U.S.A",197935,Pharmaceutical Products,None,None,N
BIO,Healthcare,"90,572,207,090,572,100",BIO.B,BIO RAD LABORATORIES INC,NYSE,None,5/9/17,Medical Laboratories & Research,3826,USD,3/20/15,"CALIFORNIA, U.S.A",199905,Measuring and Control Equipment,None,None,N
BIOA,Industrial Goods,"009072Q10,09072Q106",None,BioAmber Inc.,NYSE,None,5/10/17,Specialty Chemicals,2860,USD,3/30/15,"MINNESOTA, U.S.A",192115,Chemicals,None,None,N
BIOC,Healthcare,"09072V105,09072V204",None,BIOCEPT INC,NASDAQ,None,5/15/17,Medical Laboratories & Research,8071,USD,9/14/15,"CALIFORNIA, U.S.A",186283,Healthcare,None,None,N
BIOL,Healthcare,90911108,None,"BIOLASE, INC",NASDAQ,None,5/7/17,Medical Instruments & Supplies,3843,USD,10/14/14,"CALIFORNIA, U.S.A",198364,Medical Equipment,None,None,N
BIOP,Healthcare,"92262A107,045346103,92262A206,09074N101","APNB,APPY","Bioptix, Inc.",NASDAQ,12/19/16,5/15/17,Biotechnology,2835,USD,10/23/14,"COLORADO, U.S.A",195649,Pharmaceutical Products,None,APP,N
BIOS,Healthcare,"09069N108,09069N991",None,"BioScrip, Inc.",NASDAQ,None,5/4/17,Home Health Care,8082,USD,10/21/14,"COLORADO, U.S.A",197064,Healthcare,None,None,N
BIVV,None,9.08E+103,None,Bioverativ Inc.,NASDAQ,None,5/15/17,None,2834,USD,5/15/17,"MASSACHUSETTS, U.S.A",124168,Pharmaceutical Products,None,None,N
BJRI,Services,09180C106,None,BJs RESTAURANTS INC,NASDAQ,None,5/9/17,Restaurants,5812,USD,10/21/14,"CALIFORNIA, U.S.A",197075,"Restaraunts, Hotels, Motels",None,None,N
BK,Financial,"64,058,100,064,057,100",None,Bank of New York Mellon Corp,NYSE,None,5/8/17,Asset Management,6022,USD,4/14/15,"NEW YORK, U.S.A",194111,Banking,None,None,N
BKCC,Financial,92533108,None,BlackRock Capital Investment Corp,NASDAQ,None,5/4/17,Asset Management,6153,USD,5/21/15,"NEW YORK, U.S.A",194832,Banking,None,None,N
BKCT,Services,23338B100,None,"DTS8 COFFEE COMPANY, LTD.",OTCMKTS,None,4/14/17,Food Wholesale,5141,USD,4/18/16,CHINA,192736,Wholesale,None,None,N
BKD,Healthcare,112463104,None,Brookdale Senior Living Inc.,NYSE,None,5/10/17,Long-Term Care Facilities,8050,USD,10/2/14,"TENNESSEE, U.S.A",194766,Healthcare,None,None,N
BKE,Services,118440106,None,BUCKLE INC,NYSE,None,6/8/17,Apparel Stores,5651,USD,10/16/14,"NEBRASKA, U.S.A",197818,Retail,None,None,N
BKEP,Industrial Goods,"09625U109,09625U208",None,"Blueknight Energy Partners, L.P.",NASDAQ,None,5/5/17,"Pipelines, except Natural Gas",4610,USD,12/16/14,"OKLAHOMA, U.S.A",194097,Shipping Containers,None,None,N
BKFS,Services,09214X100,None,"Black Knight Financial Services, Inc.",NYSE,None,5/6/17,Business Services,7372,USD,3/22/16,"FLORIDA, U.S.A",165485,Business Services,None,None,N
BKGMF,Financial,62463104,BKGM,BankGuam Holding Co,OTCMKTS,None,5/11/17,Mortgage Investment,6029,USD,5/22/15,GUAM,192248,Banking,None,None,N
BKH,Utilities,"92,113,125,092,113,100",None,BLACK HILLS CORP,NYSE,None,5/6/17,Electric Utilities,4911,USD,10/8/14,"SOUTH DAKOTA, U.S.A",195905,Utilities,None,None,N
BKJ,Financial,59915108,None,"Bancorp of New Jersey, Inc.",NYSEMKT,None,5/12/17,Asset Management,6022,USD,12/22/14,"NEW JERSEY, U.S.A",194113,Banking,None,None,N
BKKN,Basic Materials,05758P107,None,BAKKEN RESOURCES INC,OTCMKTS,None,6/21/17,Independent Oil & Gas,1311,USD,11/28/16,"MONTANA, U.S.A",124409,Coal,None,None,N
BKMU,Financial,63750103,None,BANK MUTUAL CORP,NASDAQ,None,5/2/17,Savings & Loans,6035,USD,1/14/15,"WISCONSIN, U.S.A",195976,Banking,None,None,N
BKS,Services,67774109,None,BARNES & NOBLE INC,NYSE,None,6/22/17,"Specialty Retail, Other",5940,USD,3/19/15,"NEW YORK, U.S.A",197748,Retail,None,None,N
BKSC,Financial,65066102,None,BANK OF SOUTH CAROLINA CORP,NASDAQ,None,5/11/17,Asset Management,6022,USD,12/12/14,"SOUTH CAROLINA, U.S.A",197115,Banking,None,None,N
BKU,Financial,06652K103,None,"BankUnited, Inc.",NYSE,None,5/9/17,Investment Brokerage - National,6035,USD,4/12/15,"FLORIDA, U.S.A",192644,Banking,None,None,N
BL,None,09239B109,None,"BLACKLINE, INC.",NASDAQ,None,5/12/17,None,7372,USD,12/19/16,"CALIFORNIA, U.S.A",124396,Business Services,None,None,N
BLBD,Services,"95,306,106,425,886,100,000,000,000",HCACU,Blue Bird Corp,NASDAQ,None,5/12/17,Business Services,3713,USD,2/22/16,"GEORGIA, U.S.A",187606,Automobiles and Trucks,None,None,N
BLBX,None,None,None,BLACKBOXSTOCKS INC.,OTCMKTS,None,5/15/17,None,5122,USD,11/26/16,"TEXAS, U.S.A",124419,Wholesale,None,None,N
BLCM,Healthcare,79481107,None,"BELLICUM PHARMACEUTICALS, INC",NASDAQ,None,5/8/17,Drug Manufacturers - Other,2834,USD,3/22/16,"TEXAS, U.S.A",187706,Pharmaceutical Products,None,None,N
BLD,Industrial Goods,89055F103,None,TopBuild Corp,NYSE,None,5/9/17,General Contractors,1700,USD,3/22/16,"FLORIDA, U.S.A",181448,Construction,None,None,N
BLDR,Services,12008R107,BLDRR,"Builders FirstSource, Inc.",NASDAQ,None,5/9/17,Home Improvement Stores,5211,USD,10/27/14,"TEXAS, U.S.A",194913,Retail,None,None,N
BLFS,Healthcare,"09062W105,09062W204",CRYM,BIOLIFE SOLUTIONS INC,NASDAQ,None,5/12/17,Drug Manufacturers - Major,3845,USD,12/16/14,"WASHINGTON, U.S.A",198194,Medical Equipment,None,None,N
BLGA,Industrial Goods,93442101,None,BLASTGARD INTERNATIONAL INC,OTCMKTS,None,5/22/17,Specialty Chemicals,2890,USD,11/23/16,"FLORIDA, U.S.A",124561,Chemicals,None,None,N
BLIN,Services,"10807Q205,10807Q304",None,"Bridgeline Digital, Inc.",NASDAQ,None,5/16/17,Business Services,7372,USD,12/16/14,"MASSACHUSETTS, U.S.A",194278,Business Services,None,None,N
BLK,Financial,09247X101,None,BlackRock Inc.,NYSE,None,5/9/17,Asset Management,6211,USD,12/9/14,"NEW YORK, U.S.A",194456,Trading,None,None,N
BLKB,Technology,"009227Q10,09227Q100",None,BLACKBAUD INC,NASDAQ,None,5/6/17,Business Software & Services,7372,USD,10/27/14,"SOUTH CAROLINA, U.S.A",195233,Business Services,None,None,N
BLL,Consumer Goods,"58,498,106,584,981,000",None,BALL Corp,NYSE,None,5/18/17,Packaging & Containers,3411,USD,9/25/14,"COLORADO, U.S.A",199917,Shipping Containers,None,None,N
BLMN,Services,94235108,None,"Bloomin' Brands, Inc.",NASDAQ,None,5/2/17,Restaurants,5812,USD,10/29/14,"FLORIDA, U.S.A",191952,"Restaraunts, Hotels, Motels",None,None,N
BLMT,Financial,05573H108,None,"BSB Bancorp, Inc.",NASDAQ,None,5/6/17,Asset Management,6022,USD,12/16/14,"MASSACHUSETTS, U.S.A",192316,Banking,None,None,N
BLPH,Healthcare,78771102,None,"Bellerophon Therapeutics, Inc.",NASDAQ,None,5/15/17,Drug Manufacturers - Other,2834,USD,3/23/16,"NEW JERSEY, U.S.A",187646,Pharmaceutical Products,None,None,N
BLTA,Services,58823105,None,BALTIA AIR LINES INC,OTCMKTS,None,5/22/17,Regional Airlines,4512,USD,4/19/16,"NEW YORK, U.S.A",197975,Shipping Containers,None,None,N
BLUE,Healthcare,09609G100,None,"bluebird bio, Inc.",NASDAQ,None,5/4/17,Drugs - Generic,2836,USD,12/16/14,"MASSACHUSETTS, U.S.A",195100,Pharmaceutical Products,None,None,N
BLVDU,None,"10157Q102,10157Q201",BLVD,BOULEVARD ACQUISITION CORP. II,NASDAQ,None,5/10/17,None,6770,USD,2/22/17,"NEW YORK, U.S.A",124377,Trading,None,None,N
BMCH,Services,"86101X104,05591B109",STCK,"BMC STOCK HOLDINGS, INC.",NASDAQ,9/14/16,5/8/17,Home Improvement Stores,5211,USD,11/13/14,"GEORGIA, U.S.A",191495,Retail,None,STCK,N
BMI,Technology,56525108,None,BADGER METER INC,NYSE,None,4/24/17,Scientific & Technical Instruments,3824,USD,10/10/14,"WISCONSIN, U.S.A",199922,Measuring and Control Equipment,None,None,N
BMRC,Financial,63425102,None,Bank of Marin Bancorp,NASDAQ,None,5/8/17,Regional - Pacific Banks,6022,USD,10/28/14,"CALIFORNIA, U.S.A",193954,Banking,None,None,N
BMRN,Healthcare,09061G101,None,BIOMARIN PHARMACEUTICAL INC,NASDAQ,None,5/5/17,Drug Manufacturers - Other,2834,USD,12/16/14,"CALIFORNIA, U.S.A",196723,Pharmaceutical Products,None,None,N
BMS,Consumer Goods,81437105,None,BEMIS CO INC,NYSE,None,4/28/17,Packaging & Containers,2670,USD,9/23/14,"WISCONSIN, U.S.A",199908,Business Supplies,None,None,N
BMTC,Financial,117665109,None,BRYN MAWR BANK CORP,NASDAQ,None,5/6/17,Regional - Mid-Atlantic Banks,6022,USD,4/4/15,"PENNSYLVANIA, U.S.A",198411,Banking,None,None,N
BMY,Healthcare,"110,122,108,110,097,000",None,BRISTOL MYERS SQUIBB CO,NYSE,None,4/27/17,Drug Manufacturers - Major,2834,USD,9/23/14,"NEW YORK, U.S.A",199891,Pharmaceutical Products,None,None,N
BNCL,Financial,"08173R104,08171T102",None,Beneficial Bancorp Inc.,NASDAQ,None,4/27/17,Foreign Regional Banks,6036,USD,10/28/14,"PENNSYLVANIA, U.S.A",194283,Banking,None,None,N
BNED,Services,06777U101,None,"Barnes & Noble Education, Inc.",NASDAQ,None,2/28/17,"Specialty Retail, Other",5940,USD,9/13/16,"NEW JERSEY, U.S.A",165475,Retail,None,None,N
BNET,None,"09061Q307,09061Q992",None,BION ENVIRONMENTAL TECHNOLOGIES INC,OTCMKTS,None,5/25/17,None,2870,USD,5/25/17,"COLORADO, U.S.A",124129,Chemicals,None,None,N
BNFT,Services,08180D106,None,"Benefitfocus,Inc.",NASDAQ,None,4/28/17,Business Services,7372,USD,11/10/14,"SOUTH CAROLINA, U.S.A",191462,Business Services,None,None,N
BNO,Conglomerates,None,None,"United States Brent Oil Fund, LP",NYSEARCA,None,5/6/17,Conglomerates,6221,USD,1/20/16,"CALIFORNIA, U.S.A",193152,Trading,None,None,N
BOBE,Services,96761101,None,BOB EVANS FARMS INC,NASDAQ,None,6/15/17,Restaurants,5812,USD,3/19/15,"OHIO, U.S.A",199742,"Restaraunts, Hotels, Motels",None,None,N
BOCH,Financial,06424J103,None,Bank of Commerce Holdings,NASDAQ,None,4/28/17,Asset Management,6022,USD,12/16/14,"CALIFORNIA, U.S.A",198950,Banking,None,None,N
BOFI,Financial,05566U108,None,"BofI Holding, Inc.",NASDAQ,None,4/25/17,Savings & Loans,6035,USD,10/27/14,"CALIFORNIA, U.S.A",195051,Banking,None,None,N
BOH,Financial,62540109,None,BANK OF HAWAII CORP,NYSE,None,4/24/17,Regional - Pacific Banks,6022,USD,10/31/14,"HAWAII, U.S.A",199658,Banking,None,None,N
BOJA,Services,97488100,None,"Bojangles', Inc.",NASDAQ,None,5/2/17,Restaurants,5812,USD,3/21/16,"NORTH CAROLINA, U.S.A",165492,"Restaraunts, Hotels, Motels",None,None,N
BOKF,Financial,05561Q201,None,BOK FINANCIAL CORP ET AL,NASDAQ,None,5/1/17,Credit Services,6021,USD,12/21/14,"OKLAHOMA, U.S.A",197929,Banking,None,None,N
BOLC,None,09767T100,None,Bollente Companies Inc.,OTCMKTS,None,12/13/16,None,2030,USD,11/25/16,"ARIZONA, U.S.A",124478,Food Products,None,None,N
BOLD,None,None,None,"Audentes Therapeutics, Inc.",NASDAQ,None,5/11/17,None,2836,USD,10/7/16,"CALIFORNIA, U.S.A",124770,Pharmaceutical Products,None,None,N
BONT,Services,09776J101,None,BON TON STORES INC,NASDAQ,None,6/7/17,Department Stores,5311,USD,3/21/15,"PENNSYLVANIA, U.S.A",197910,Retail,None,None,N
BOOM,Industrial Goods,"267888105,23291C103",None,DMC Global Inc.,NASDAQ,None,4/27/17,Metal Fabrication,3390,USD,4/4/15,"COLORADO, U.S.A",199740,Steel Works Etc,None,None,N
BOOT,Services,99406100,None,"Boot Barn Holdings, Inc.",NYSE,None,6/7/17,Business Services,5661,USD,9/5/15,"CALIFORNIA, U.S.A",181115,Retail,None,None,N
BOTJ,Financial,470299108,None,BANK OF THE JAMES FINANCIAL GROUP INC,NASDAQ,None,5/10/17,Asset Management,6022,USD,12/10/15,"VIRGINIA, U.S.A",195263,Banking,None,None,N
BOX,Services,10316T104,None,BOX INC,NYSE,None,6/9/17,Business Services,7372,USD,2/21/16,"CALIFORNIA, U.S.A",187737,Business Services,None,None,N
BPFH,Financial,101119105,None,BOSTON PRIVATE FINANCIAL HOLDINGS INC,NASDAQ,None,5/5/17,Asset Management,6022,USD,3/20/15,"MASSACHUSETTS, U.S.A",198280,Banking,None,None,N
BPI,Services,10807M105,None,Bridgepoint Education Inc,NYSE,None,6/6/17,Education & Training Services,8200,USD,11/6/14,"CALIFORNIA, U.S.A",195000,Personal Services,None,None,N
BPL,Industrial Goods,118230101,None,"BUCKEYE PARTNERS, L.P.",NYSE,None,5/6/17,"Pipelines, except Natural Gas",4610,USD,5/27/15,"TEXAS, U.S.A",198396,Shipping Containers,None,None,N
BPMC,Healthcare,09627Y109,None,Blueprint Medicines Corp,NASDAQ,None,5/4/17,Drug Manufacturers - Other,2834,USD,3/21/16,"MASSACHUSETTS, U.S.A",165493,Pharmaceutical Products,None,None,N
BPMX,Industrial Goods,09072X101,TPND,BioPharmX Corp,NYSEMKT,None,6/14/17,General Contractors,1700,USD,10/8/16,"CALIFORNIA, U.S.A",124763,Construction,None,None,N
BPOP,Financial,"733,174,700,733,174,000",None,POPULAR INC,NASDAQ,None,5/10/17,Foreign Regional Banks,6022,USD,9/21/15,PUERTO RICO,198620,Banking,None,None,N
BPTH,Services,09057N102,None,BIO-PATH HOLDINGS INC,NASDAQ,None,5/10/17,"Specialty Retail, Other",2834,USD,4/3/15,"TEXAS, U.S.A",195875,Pharmaceutical Products,None,None,N
BR,Technology,11133T103,None,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",NYSE,None,5/10/17,Information & Delivery Services,7389,USD,10/1/14,"NEW YORK, U.S.A",194210,Business Services,None,None,N
BRC,Technology,104674106,None,BRADY CORP,NYSE,None,5/25/17,Security Software & Services,3990,USD,10/13/14,"WISCONSIN, U.S.A",198680,None,None,None,N
BRCD,Technology,"111,621,306,111,621,000",None,BROCADE COMMUNICATIONS SYSTEMS INC,NASDAQ,None,6/5/17,Data Storage Devices,3576,USD,10/1/14,"CALIFORNIA, U.S.A",197106,Computers,None,None,N
BREW,Consumer Goods,224122101,None,"CRAFT BREW ALLIANCE, INC.",NASDAQ,None,5/4/17,Beverages - Brewers,2082,USD,10/17/14,"OREGON, U.S.A",197725,Beer & Liquor,None,None,N
BRG,Financial,"09627J102,09627J656",None,"Bluerock Residential Growth REIT, Inc.",NYSEMKT,None,5/8/17,REIT - Diversified,6798,USD,9/22/15,"NEW YORK, U.S.A",193416,Trading,None,None,N
BRID,Consumer Goods,108763103,None,BRIDGFORD FOODS CORP,NASDAQ,None,5/26/17,Meat Products,2013,USD,2/19/15,"CALIFORNIA, U.S.A",199893,Food Products,None,None,N
BRKB,Financial,"84,670,207,084,990,100,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000","BRK.A,BRK.B",BERKSHIRE HATHAWAY INC,NYSE,None,5/5/17,Property & Casualty Insurance,6331,USD,4/14/15,"NEBRASKA, U.S.A",196523,Insurance,None,None,N
BRKL,Financial,11373M107,None,BROOKLINE BANCORP INC,NASDAQ,None,5/6/17,Savings & Loans,6035,USD,10/22/14,"MASSACHUSETTS, U.S.A",196711,Banking,None,None,N
BRKR,Technology,116794108,None,BRUKER CORP,NASDAQ,None,5/10/17,Scientific & Technical Instruments,3826,USD,10/1/14,"MASSACHUSETTS, U.S.A",196067,Measuring and Control Equipment,None,None,N
BRKS,Technology,114340102,None,BROOKS AUTOMATION INC,NASDAQ,None,5/6/17,Semiconductor Equipment & Materials,3559,USD,10/20/14,"MASSACHUSETTS, U.S.A",197320,Machinery,None,None,N
BRN,Basic Materials,68221100,None,BARNWELL INDUSTRIES INC,NYSEMKT,None,5/11/17,Independent Oil & Gas,1311,USD,12/4/14,"HAWAII, U.S.A",199913,Coal,None,None,N
BRO,Financial,"11,523,610,115,236,100",None,BROWN & BROWN INC,NYSE,None,5/6/17,Insurance Brokers,6411,USD,9/30/14,"FLORIDA, U.S.A",199419,Insurance,None,None,N
BRS,Services,"110,394,103,676,255,000",None,Bristow Group Inc,NYSE,None,5/24/17,"Air Services, Other",4522,USD,10/10/14,"TEXAS, U.S.A",199466,Shipping Containers,None,None,N
BRSS,Industrial Goods,37953G103,None,"GLOBAL BRASS & COPPER HOLDINGS, INC.",NYSE,None,5/5/17,Metal Fabrication,3350,USD,10/29/14,"ILLINOIS, U.S.A",192132,Steel Works Etc,None,None,N
BRT,Financial,55645303,None,BRT Apartments Corp.,NYSE,None,5/10/17,Mortgage Investment,6798,USD,9/23/14,"NEW YORK, U.S.A",199888,Trading,None,None,N
BRTX,Healthcare,85857G109,None,"BioRestorative Therapies, Inc.",OTCMKTS,None,5/15/17,Specialized Health Services,8090,USD,5/30/15,"NEW YORK, U.S.A",192616,Healthcare,None,None,N
BRX,Financial,11120U105,None,Brixmor Property Group Inc.,NYSE,None,5/1/17,REIT - Diversified,6798,USD,5/23/15,"NEW YORK, U.S.A",191389,Trading,None,None,N
BSET,Consumer Goods,70203104,None,BASSETT FURNITURE INDUSTRIES INC,NASDAQ,None,3/30/17,Home Furnishings & Fixtures,2511,USD,9/12/15,"VIRGINIA, U.S.A",199911,Consumer Goods,None,None,N
BSF,Financial,"32020F303,073844102",FFBH,"BEAR STATE FINANCIAL, INC.",NASDAQ,None,5/6/17,Savings & Loans,6021,USD,12/12/14,"ARKANSAS, U.S.A",197121,Banking,None,None,N
BSFT,Technology,11133B409,None,"BROADSOFT, INC.",NASDAQ,None,5/1/17,Application Software,7372,USD,10/23/14,"MARYLAND, U.S.A",196329,Business Services,None,None,N
BSGM,Healthcare,09073N102,None,"BioSig Technologies, Inc.",OTCMKTS,None,5/10/17,Drug Manufacturers - Major,3845,USD,4/18/16,"MINNESOTA, U.S.A",187573,Medical Equipment,None,None,N
BSM,Basic Materials,09225M101,None,"Black Stone Minerals, L.P.",NYSE,None,5/9/17,Independent Oil & Gas,1311,USD,4/15/16,"TEXAS, U.S.A",157185,Coal,None,None,N
BSPM,Healthcare,"90,678,202,090,678,300",None,"Biostar Pharmaceuticals, Inc.",NASDAQ,None,5/19/17,Drug Manufacturers - Other,2834,USD,12/16/14,CHINA,193750,Pharmaceutical Products,None,None,N
BSQR,Services,"11776U300,11776U102",None,BSQUARE CORP,NASDAQ,None,5/15/17,Business Services,7389,USD,12/16/14,"WASHINGTON, U.S.A",196657,Business Services,None,None,N
BSRC,Technology,09070K200,None,BioSolar Inc,OTCMKTS,None,5/10/17,Scientific & Technical Instruments,3081,USD,11/20/16,"CALIFORNIA, U.S.A",124580,Rubber and Plastic Products,None,None,N
BSRR,Financial,82620P102,None,SIERRA BANCORP,NASDAQ,None,5/8/17,Regional - Pacific Banks,6022,USD,12/18/14,"CALIFORNIA, U.S.A",195910,Banking,None,None,N
BSTC,Healthcare,90931106,None,BIOSPECIFICS TECHNOLOGIES CORP,NASDAQ,None,5/10/17,Drug Manufacturers - Other,2834,USD,12/11/14,"NEW YORK, U.S.A",197927,Pharmaceutical Products,None,None,N
BSTG,Industrial Goods,"41690A106,09074M103",HART,"Biostage, Inc.",NASDAQ,4/13/16,5/11/17,Diversified Machinery,3841,USD,5/25/15,"MASSACHUSETTS, U.S.A",191648,Medical Equipment,None,HART,N
BSX,Healthcare,"101,137,107,101,137,000",None,BOSTON SCIENTIFIC CORP,NYSE,None,5/3/17,Medical Appliances & Equipment,3841,USD,9/29/14,"MASSACHUSETTS, U.S.A",197806,Medical Equipment,None,None,N
BTHE,Healthcare,101150100,None,"Boston Therapeutics, Inc.",OTCMKTS,None,5/11/17,Drug Manufacturers - Other,2834,USD,5/30/15,"NEW HAMPSHIRE, U.S.A",193141,Pharmaceutical Products,None,None,N
BTHT,None,None,None,"Best Hometown Bancorp, Inc.",OTCMKTS,None,5/12/17,None,6035,USD,3/31/17,"ILLINOIS, U.S.A",124268,Banking,None,None,N
BTN,Technology,58516105,None,"BALLANTYNE STRONG, INC.",NYSEMKT,None,5/24/17,Application Software,3861,USD,12/2/14,"NEBRASKA, U.S.A",197242,Consumer Goods,None,None,N
BTX,Healthcare,09066L105,None,BIOTIME INC,NYSEMKT,None,5/10/17,Biotechnology,2836,USD,10/15/14,"CALIFORNIA, U.S.A",197922,Pharmaceutical Products,None,None,N
BUFF,Consumer Goods,09531U102,None,"Blue Buffalo Pet Products, Inc.",NASDAQ,None,5/10/17,Food - Major Diversified,2000,USD,4/15/16,"CONNECTICUT, U.S.A",157132,Food Products,None,None,N
BURL,Services,122017106,None,"Burlington Stores, Inc.",NYSE,None,5/25/17,Department Stores,5311,USD,11/10/14,"NEW JERSEY, U.S.A",191413,Retail,None,None,N
BUSE,Financial,"319,383,105,319,383,000",None,FIRST BUSEY CORP,NASDAQ,None,5/9/17,Regional - Midwest Banks,6022,USD,4/4/15,"ILLINOIS, U.S.A",199115,Banking,None,None,N
BV,Technology,73271108,None,Bazaarvoice Inc,NASDAQ,None,6/16/17,Application Software,7372,USD,10/27/14,"TEXAS, U.S.A",194784,Business Services,None,None,N
BVSN,Services,"111,412,706,111,412,000",None,BROADVISION INC,NASDAQ,None,5/12/17,Business Services,7372,USD,11/3/14,"CALIFORNIA, U.S.A",197464,Business Services,None,None,N
BVX,Industrial Goods,10211F100,None,BOVIE MEDICAL Corp,NYSEMKT,None,5/15/17,Diversified Machinery,3841,USD,10/31/14,"NEW YORK, U.S.A",198846,Medical Equipment,None,None,N
BW,Industrial Goods,05614L100,None,"Babcock & Wilcox Enterprises, Inc.",NYSE,None,5/9/17,"Heating Equipment, Except Electric & Warm Air Furnaces",3433,USD,3/21/16,"NORTH CAROLINA, U.S.A",178987,Construction Materials,None,None,N
BWA,Industrial Goods,99724106,None,BORGWARNER INC,NYSE,None,4/27/17,Auto Parts,3714,USD,11/25/14,"MICHIGAN, U.S.A",197606,Automobiles and Trucks,None,None,N
BWEN,Services,"11161T207,11161T108",None,"BROADWIND ENERGY, INC.",NASDAQ,None,5/2/17,Personal Services,3360,USD,5/19/15,"ILLINOIS, U.S.A",195998,Steel Works Etc,None,None,N
BWFG,Financial,06654A103,None,"Bankwell Financial Group, Inc.",NASDAQ,None,5/10/17,Asset Management,6022,USD,2/8/16,"CONNECTICUT, U.S.A",187448,Banking,None,None,N
BWINB,Financial,"57,755,100,057,755,200",BWINA,BALDWIN & LYONS INC,NASDAQ,None,5/10/17,Property & Casualty Insurance,6331,USD,10/10/14,"INDIANA, U.S.A",199918,Insurance,None,None,N
BWLA,Services,102565108,"BWL.A,BWL.B",BOWL AMERICA INC,NYSEMKT,None,5/16/17,Entertainment - Diversified,7900,USD,1/27/15,"VIRGINIA, U.S.A",199894,Entertainment,None,None,N
BWLD,Services,119848109,None,BUFFALO WILD WINGS INC,NASDAQ,None,4/28/17,Specialty Eateries,5812,USD,12/21/14,"MINNESOTA, U.S.A",196572,"Restaraunts, Hotels, Motels",None,None,N
BWMG,Consumer Goods,"115,867,103,115,867,000",None,"Brownie's Marine Group, Inc",OTCMKTS,None,6/19/17,"Recreational Goods, Other",3949,USD,11/25/16,"FLORIDA, U.S.A",124491,Recreation,None,None,N
BWP,Basic Materials,96627104,None,"Boardwalk Pipeline Partners, LP",NYSE,None,5/1/17,Oil & Gas Pipelines,4922,USD,11/5/14,"TEXAS, U.S.A",194731,Utilities,None,None,N
BWXT,Industrial Goods,"05615F102,05605H100",BWC,"BWX Technologies, Inc.",NYSE,11/6/15,5/1/17,Diversified Machinery,3510,USD,11/7/15,"VIRGINIA, U.S.A",192995,Machinery,None,None,N
BX,Financial,09253U108,None,Blackstone Group L.P.,NYSE,None,5/9/17,Asset Management,6282,USD,3/5/15,"NEW YORK, U.S.A",194072,Trading,None,None,N
BXC,Services,"09624H109,09624H208",None,BlueLinx Holdings Inc.,NYSE,None,5/4/17,Building Materials Wholesale,5031,USD,4/3/15,"GEORGIA, U.S.A",195032,Wholesale,None,None,N
BXMT,Financial,09257W100,CT,"BLACKSTONE MORTGAGE TRUST, INC.",NYSE,None,4/25/17,REIT - Diversified,6798,USD,9/18/15,"NEW YORK, U.S.A",196582,Trading,None,None,N
BXP,Financial,101121101,None,BOSTON PROPERTIES INC,NYSE,None,5/8/17,REIT - Office,6798,USD,10/9/14,"MASSACHUSETTS, U.S.A",196860,Trading,None,None,N
BXS,Financial,59692103,None,BANCORPSOUTH INC,NYSE,None,5/8/17,Regional - Southeast Banks,6022,USD,9/30/14,"MISSISSIPPI, U.S.A",198955,Banking,None,None,N
BYBK,Financial,"07203T106,145282109",None,"BAY BANCORP, INC.",NASDAQ,None,5/11/17,Asset Management,6022,USD,5/26/15,"MARYLAND, U.S.A",198057,Banking,None,None,N
BYD,Services,103304101,None,BOYD GAMING CORP,NYSE,None,5/9/17,Resorts & Casinos,7011,USD,3/19/15,"NEVADA, U.S.A",197617,"Restaraunts, Hotels, Motels",None,None,N
BYFC,Financial,111444105,None,BROADWAY FINANCIAL CORP,NASDAQ,None,6/23/17,Investment Brokerage - National,6035,USD,1/12/15,"CALIFORNIA, U.S.A",197194,Banking,None,None,N
BZH,Industrial Goods,"07556Q881,07556Q105",None,BEAZER HOMES USA INC,NYSE,None,5/4/17,Residential Construction,1531,USD,12/11/14,"GEORGIA, U.S.A",197517,Construction,None,None,N
C,Financial,"172,967,424,172,967,000",0R01,CITIGROUP INC,NYSE,None,5/1/17,Money Center Banks,6021,USD,12/9/14,"NEW YORK, U.S.A",198215,Banking,None,None,N
CA,Technology,"12673P105,204912109",None,"CA, INC.",NASDAQ,None,5/12/17,Business Software & Services,7372,USD,1/23/15,"NEW YORK, U.S.A",198986,Business Services,None,None,N
CAA,Industrial Goods,"85375C101,128195104",SPF,"CalAtlantic Group, Inc.",NYSE,11/10/15,4/28/17,Residential Construction,1531,USD,10/16/14,"CALIFORNIA, U.S.A",197904,Construction,None,SPF,N
CAAS,Industrial Goods,16936R105,None,CHINA AUTOMOTIVE SYSTEMS INC,NASDAQ,None,5/11/17,Auto Parts,3714,USD,1/12/15,CHINA,195745,Automobiles and Trucks,None,None,N
CAB,Services,126804301,None,CABELAS INC,NYSE,None,5/4/17,Sporting Goods Stores,5940,USD,3/19/15,"NEBRASKA, U.S.A",195314,Retail,None,None,N
CABO,Services,12685J105,None,"Cable One, Inc.",NYSE,None,5/6/17,Broadcasting - TV,4841,USD,3/22/16,"ARIZONA, U.S.A",180161,Communication,None,None,N
